ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Ancient Assassins,https://reelgood.com/show/ancient-assassins-2016,7.3,34.0,['Documentary'],,2014 - 2016,2 Seasons,Series Ended,['fuboTV'],
"Crazy, Lovely, Cool",https://reelgood.com/show/crazy-lovely-cool-2018,7.2,34.0,['Comedy'],,2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Giver,https://reelgood.com/show/giver-2014,7.1,33.0,"['Children', 'Crime', 'Drama', 'Reality']",Rated: All (TV-G),2014 - 2017,4 Seasons,Series Ended,['Starz'],
The Indian Wars: A Change of Worlds,https://reelgood.com/show/the-indian-wars-a-change-of-worlds-2016,5.1,33.0,['Documentary'],,2016 - 2016,1 Season,Series Ended,['Prime Video'],
Street Science,https://reelgood.com/show/street-science-2017,6.0,34.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2017 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Terry Crews Saves Christmas,https://reelgood.com/show/terry-crews-saves-christmas-2016,7.3,34.0,"['Family', 'Reality']",,2016 - Present,1 Season,Returning: Date TBA,['fuboTV'],Country: America
Kuu Kuu Harajuku,https://reelgood.com/show/kuu-kuu-harajuku-2016,6.0,37.0,"['Animation', 'Children', 'Comedy', 'Drama', 'Family', 'Fantasy']",Rated: All (TV-G),2015 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
Hotel GB,https://reelgood.com/show/hotel-gb-2012,5.9,34.0,"['Food', 'Reality']",,2012 - 2012,1 Season,Series Ended,['Prime Video'],
The Woodsmen,https://reelgood.com/show/the-woodsmen-2015,6.7,36.0,"['Comedy', 'Documentary', 'Reality']",,2015 - Present,1 Season,Returning: Date TBA,['Hoopla'],
Amazing Stranger,https://reelgood.com/show/amazing-stranger-2019,,32.0,"['Animation', 'Comedy']",,2019 - Present,1 Season,Returning: Date TBA,['Hoopla'],
The Aviators,https://reelgood.com/show/the-aviators-2010,8.5,34.0,['Documentary'],Rated: All (TV-G),2010 - 2017,7 Seasons,Series Ended,['Hoopla'],
Truckers,https://reelgood.com/show/truckers-2013,6.8,34.0,"['Comedy', 'Drama']",,2013 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Secret Eaters,https://reelgood.com/show/secret-eaters-2012,7.0,34.0,"['Documentary', 'Food']",,2012 - 2014,3 Seasons,Series Ended,['Prime Video'],
Learning Time with Timmy,https://reelgood.com/show/learning-time-with-timmy-2018,6.0,34.0,"['Animation', 'Children', 'Family']",,2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Actors: Songs Connection,https://reelgood.com/show/actors-songs-connection-2019,6.1,34.0,['Animation'],,2019 - Present,1 Season,Returning: Date TBA,['Funimation'],
Kids BBQ Championship,https://reelgood.com/show/kids-bbq-championship-2016,6.6,32.0,"['Children', 'Food', 'Reality']",Rated: 7+ (TV-PG),2016 - Present,2 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Valkyrie Drive: Bhikkhuni,https://reelgood.com/show/valkyrie-drive-bhikkhuni-2015,7.5,34.0,['Action & Adventure'],,2015 - Present,1 Season,Returning: Date TBA,['Funimation'],
Topsy and Tim,https://reelgood.com/show/topsy-and-tim-2013,6.6,34.0,"['Children', 'Family']",,2013 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
Orphen,https://reelgood.com/show/orphen-1998,6.1,34.0,"['Action & Adventure', 'Animation', 'Comedy']",,1998 - 2011,2 Seasons,Series Ended,['Prime Video'],
America: Promised Land,https://reelgood.com/show/america-promised-land-2017,6.3,34.0,['Documentary'],Rated: 14+ (TV-14),2017 - 2017,1 Season,Series Ended,['Hoopla'],
Mario Lopez: Saved By the Baby,https://reelgood.com/show/mario-lopez-saved-by-the-baby-2010,5.5,33.0,['Reality'],,2010 - 2011,1 Season,Series Ended,['Prime Video'],
Tricked,https://reelgood.com/show/tricked-2013,7.3,34.0,['Reality'],,2013 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],
W’Z,https://reelgood.com/show/wz-2019,,34.0,"['Action & Adventure', 'Animation']",,2019 - Present,1 Season,Returning: Date TBA,['Crunchyroll'],
King of Cars,https://reelgood.com/show/king-of-cars-2006,6.3,34.0,['Reality'],,2006 - 2007,2 Seasons,Series Ended,['Hoopla'],
The Making of Frozen: A Return to Arendelle,https://reelgood.com/show/the-making-of-frozen-a-return-to-arendelle-2016,7.1,34.0,"['Animation', 'Documentary']",,2016 - Present,1 Season,Returning: Date TBA,['Hulu'],
Mighty Planes,https://reelgood.com/show/mighty-planes-2012,7.8,34.0,['Documentary'],Rated: 7+ (TV-PG),2012 - 2017,4 Seasons,Series Ended,"['fuboTV', 'CBS All Access']",
True Life Presents: Quarantine Stories,https://reelgood.com/show/true-life-presents-quarantine-stories-2020,,34.0,,,2020 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Tulli,https://reelgood.com/show/tulli-2010,6.1,34.0,"['Documentary', 'Reality']",,2011 - 2010,2 Seasons,Series Ended,['Hulu'],
Baby Ballroom: The Championship,https://reelgood.com/show/baby-ballroom-the-championship-2007,6.1,33.0,"['Documentary', 'Reality']",,2007 - 2018,2 Seasons,Series Ended,['Netflix'],
Big Rig Bounty Hunters,https://reelgood.com/show/big-rig-bounty-hunters-2013,5.2,33.0,['Reality'],,2013 - 2014,2 Seasons,Series Ended,['Hoopla'],
THURSTON-The Western Web Series,https://reelgood.com/show/thurston-the-western-web-series-2011,5.7,34.0,,,2011 - Present,3 Seasons,Returning: Date TBA,"['Prime Video', 'IndieFlix']",
"Tengo Talento, Mucho Talento",https://reelgood.com/show/tengo-talento-mucho-talento-2012,,34.0,,,2012 - Present,5 Seasons,Returning: Date TBA,['Hulu'],
Easy Fortune Happy Life,https://reelgood.com/show/easy-fortune-happy-life-2009,5.6,34.0,['Drama'],,2009 - Present,1 Season,Returning: Date TBA,['Netflix'],
Hogie the Globehopper,https://reelgood.com/show/hogie-the-globehopper,6.6,34.0,"['Animation', 'Children']",,2017 - Present,1 Season,Returning: Date TBA,['Netflix'],
Breaking Amish: LA,https://reelgood.com/show/breaking-amish-la-2013,5.8,34.0,"['Documentary', 'Reality']",Rated: 14+ (TV-14),2013 - 2014,2 Seasons,Series Ended,['fuboTV'],
Convenience Store Boy Friends,https://reelgood.com/show/convenience-store-boy-friends-2017,6.0,34.0,"['Animation', 'Comedy', 'Drama']",,2017 - 2017,1 Season,Series Ended,['Funimation'],
UFC Fight Flashback,https://reelgood.com/show/ufc-fight-flashback-2014,7.9,34.0,['Sport'],,2014 - Present,1 Season,Returning: Date TBA,['Hulu'],
Common Knowledge,https://reelgood.com/show/common-knowledge-2019,6.7,34.0,['Game Show'],Rated: 7+ (TV-PG),2019 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Attention Deficit Theater,https://reelgood.com/show/attention-deficit-theater,6.3,34.0,['Comedy'],,2016 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Lucky 7,https://reelgood.com/show/lucky-7-2013,5.0,34.0,['Drama'],Rated: 7+ (TV-PG),2013 - 2014,1 Season,Series Ended,['fuboTV'],Country: America
Apollo's Moon Shot,https://reelgood.com/show/apollos-moon-shot-2019,7.8,34.0,"['Documentary', 'Reality']",,2019 - 2019,1 Season,Series Ended,"['fuboTV', 'CBS All Access']",
I Love the 1880s,https://reelgood.com/show/i-love-the-1880s-2012,6.5,34.0,"['Comedy', 'Documentary']",Rated: 7+ (TV-PG),2012 - 2013,1 Season,Series Ended,['Hoopla'],
Billy Dilley's Super-Duper Subterranean Summer,https://reelgood.com/show/billy-dilleys-super-duper-subterranean-summer-2017,4.5,34.0,"['Action & Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2017 - 2017,1 Season,Series Ended,['Disney+'],
Parents,https://reelgood.com/show/parents-2012,5.8,34.0,['Comedy'],Rated: 14+ (TV-14),2012 - 2012,1 Season,Series Ended,['Prime Video'],
Unriddle,https://reelgood.com/show/unriddle-2012,7.9,35.0,['Mystery'],,2012 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
Flip or Flop Nashville,https://reelgood.com/show/flip-or-flop-nashville-2018,7.0,34.0,"['Home & Garden', 'Reality']",Rated: All (TV-G),2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
The Great British Countryside,https://reelgood.com/show/the-great-british-countryside-2012,7.2,34.0,['Documentary'],,2012 - 2012,1 Season,Series Ended,['BritBox'],
Jimmy: The True Story of a True Idiot,https://reelgood.com/show/jimmy-the-true-story-of-a-true-idiot-2018,6.6,34.0,"['Comedy', 'Drama']",Rated: All (TV-G),2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Ninja Slayer From Animation,https://reelgood.com/show/ninja-slayer-from-animation-2015,5.7,34.0,"['Action & Adventure', 'Animation', 'Fantasy']",Rated: 18+ (TV-MA),2015 - 2015,1 Season,Series Ended,['Funimation'],Country: Japan
Beauty Queen Murders,https://reelgood.com/show/beauty-queen-murders-2013,7.2,34.0,"['Crime', 'Documentary', 'Reality']",Rated: 14+ (TV-14),2013 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
The Price of Smiles,https://reelgood.com/show/the-price-of-smiles-2019,5.7,32.0,"['Animation', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['Crunchyroll'],
The Dog Rescuers,https://reelgood.com/show/the-dog-rescuers-2013,7.8,34.0,"['Documentary', 'Reality']",,2013 - Present,7 Seasons,Returning: Date TBA,['Prime Video'],
Someone You Thought You Knew,https://reelgood.com/show/someone-you-thought-you-knew-2018,7.0,34.0,"['Crime', 'Documentary', 'Drama', 'Reality']",Rated: 14+ (TV-14),2018 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Brothers,https://reelgood.com/show/brothers-2009,4.4,34.0,['Comedy'],,2009 - 2009,1 Season,Series Ended,['fuboTV'],Country: America
Unexplained and Unexplored,https://reelgood.com/show/unexplained-and-unexplored-2019,3.9,34.0,,Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Crime Inc.,https://reelgood.com/show/crime-inc-2012,6.5,33.0,"['Crime', 'Documentary']",,2010 - 2008,1 Season,Series Ended,"['Hulu', 'Prime Video']",
The Flay List,https://reelgood.com/show/the-flay-list-2019,6.5,33.0,['Food'],,2019 - Present,1 Season,Returning: Date TBA,"['Hulu', 'Prime Video']",
Goodbye Dear Wife,https://reelgood.com/show/goodbye-dear-wife-2012,6.2,34.0,"['Comedy', 'Drama']",,2012 - 2012,1 Season,Series Ended,['Netflix'],
Ladies Night,https://reelgood.com/show/ladies-night-2019,4.7,34.0,['Reality'],Rated: 14+ (TV-14),2019 - Present,1 Season,Returning: Date TBA,['BET+'],
Puppy in My Pocket,https://reelgood.com/show/puppy-in-my-pocket-2010,5.8,34.0,"['Animation', 'Children']",,2010 - 2010,1 Season,Series Ended,['Prime Video'],
Leaps In Evolution,https://reelgood.com/show/leaps-in-evolution-2015,7.7,34.0,"['Documentary', 'Science-Fiction']",,2015 - 2015,1 Season,Series Ended,"['HBO', 'HBO MAX']",
Minecraft Villagers,https://reelgood.com/show/minecraft-villagers-2013,7.5,34.0,"['Animation', 'Comedy']",,2013 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Dangerous Waters,https://reelgood.com/show/dangerous-waters-2013,6.9,34.0,,,2013 - Present,6 Seasons,Returning: Date TBA,['Prime Video'],
Monster In-Laws,https://reelgood.com/show/monster-inlaws-2011,5.9,31.0,['Reality'],,2011 - 2012,2 Seasons,Series Ended,['Hoopla'],
Battle Castle,https://reelgood.com/show/battle-castle-2012,7.8,33.0,['Documentary'],,2012 - 2012,1 Season,Series Ended,['Prime Video'],
Family S.O.S. With Jo Frost,https://reelgood.com/show/family-sos-with-jo-frost-2013,6.6,33.0,"['Family', 'Reality']",,2013 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Black America Since MLK: And Still I Rise,https://reelgood.com/show/black-america-since-mlk-and-still-i-rise-2016,7.7,33.0,['Documentary'],Rated: 7+ (TV-PG),2016 - Present,1 Season,Returning: Date TBA,['Hoopla'],
Zigby,https://reelgood.com/show/zigby-2009,6.3,33.0,"['Animation', 'Children', 'Comedy', 'Family']",,2009 - Present,1 Season,Returning: Date TBA,['Hoopla'],
Starmyu,https://reelgood.com/show/high-school-star-musical-2015,6.9,33.0,"['Action & Adventure', 'Animation', 'Comedy']",Rated: 7+ (TV-PG),2015 - Present,3 Seasons,Returning: Date TBA,['Hoopla'],
Around the World in 80 Faiths,https://reelgood.com/show/around-the-world-in-80-faiths-2009,7.5,31.0,['Documentary'],Rated: 7+ (TV-PG),2009 - 2009,1 Season,Series Ended,['BritBox'],Country: United Kingdom
Detroit Steel,https://reelgood.com/show/detroit-steel-2017,8.2,33.0,['Reality'],,2017 - Present,1 Season,Returning: Date TBA,['BritBox'],Country: America
Secrets of the Solar System,https://reelgood.com/show/secrets-of-the-solar-system-2020,8.2,33.0,['Documentary'],,2020 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Meet the Putmans,https://reelgood.com/show/meet-the-putmans-2017,5.4,33.0,['Reality'],,2017 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Ghost Dimension,https://reelgood.com/show/ghost-dimension-2016,6.2,33.0,['Documentary'],Rated: 7+ (TV-PG),2016 - Present,4 Seasons,Returning: Date TBA,['Prime Video'],
America in Primetime,https://reelgood.com/show/america-in-primetime-2011,7.5,33.0,['Documentary'],,2011 - 2012,1 Season,Series Ended,['Prime Video'],
Sleepless Society NYCTOPHOBIA,https://reelgood.com/show/sleepless-society-nyctophobia-2019,5.6,33.0,"['Drama', 'Mystery']",,2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
Love Cuisine,https://reelgood.com/show/love-cuisine-2015,8.1,33.0,,,2015 - Present,1 Season,Returning: Date TBA,['Netflix'],
Love for Ten: Generation of Youth,https://reelgood.com/show/love-for-ten-generation-of-youth-2013,6.6,33.0,"['Comedy', 'Drama']",,2013 - 2013,1 Season,Series Ended,['Netflix'],
How Stuff Works,https://reelgood.com/show/how-stuff-works-2008,7.2,33.0,['Documentary'],,2008 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Little Women: Terra's Little Family,https://reelgood.com/show/little-women-terras-little-family-2015,6.1,33.0,['Reality'],Rated: 7+ (TV-PG),2015 - Present,3 Seasons,Returning: Date TBA,['Hoopla'],
Up from Slavery,https://reelgood.com/show/up-from-slavery-2011,7.3,33.0,['Documentary'],,2011 - 2011,1 Season,Series Ended,['Hoopla'],
China From Above,https://reelgood.com/show/china-from-above-2015,8.0,33.0,"['Documentary', 'Travel']",Rated: All (TV-G),2015 - 2018,2 Seasons,Series Ended,['fuboTV'],
Food Porn,https://reelgood.com/show/food-porn-2015,6.8,33.0,"['Food', 'Reality']",,2015 - Present,2 Seasons,Returning: Date TBA,['Hoopla'],
Way Back into Love,https://reelgood.com/show/way-back-into-love-2011,7.3,30.0,['Drama'],,2011 - Present,1 Season,Returning: Date TBA,['Netflix'],
Dodo Heroes,https://reelgood.com/show/dodo-heroes-2018,8.9,33.0,"['Documentary', 'Reality']",,2018 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
Tjovitjo,https://reelgood.com/show/tjovitjo-2017,6.6,33.0,['Drama'],,2017 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
EPIX Presents Unprotected Sets,https://reelgood.com/show/epix-presents-unprotected-sets,7.8,33.0,"['Comedy', 'Documentary', 'Stand-up & Talk']",Rated: 18+ (TV-MA),2018 - Present,1 Season,Returning: Date TBA,['Epix'],
Island Life,https://reelgood.com/show/island-life-2014,6.5,33.0,,,2002 - Present,19 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Masha's Spooky Stories,https://reelgood.com/show/mashas-scary-stories-2014,4.8,33.0,"['Action & Adventure', 'Animation', 'Comedy']",Rated: All (TV-G),2014 - 2018,1 Season,Series Ended,['Netflix'],
Barbelle,https://reelgood.com/show/barbelle-2017,6.9,33.0,"['Comedy', 'Drama']",,2017 - Present,2 Seasons,Returning: Date TBA,['Hoopla'],
Legacy: Bob Hurley,https://reelgood.com/show/legacy-bob-hurley-2017,8.8,33.0,['Documentary'],,2017 - Present,1 Season,Returning: Date TBA,"['fuboTV', 'Showtime']",
Utawarerumono: The False Faces,https://reelgood.com/show/utawarerumono-the-false-faces-2015,6.5,33.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy']",Rated: 14+ (TV-14),2015 - 2016,1 Season,Series Ended,['Hulu'],
The Posh Frock Shop,https://reelgood.com/show/the-posh-frock-shop-2018,8.1,33.0,,,2018 - Present,1 Season,Returning: Date TBA,['Hulu'],
Search for Second Earth,https://reelgood.com/show/search-for-second-earth-2018,7.8,34.0,['Documentary'],Rated: All (TV-G),2018 - 2018,1 Season,Series Ended,"['HBO', 'HBO MAX']",Country: Australia
Road Side Stories,https://reelgood.com/show/road-side-stories-2016,,33.0,,,2016 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Chop Cut Rebuild,https://reelgood.com/show/chop-cut-rebuild-mustang-camaro-corvette-2018,7.9,33.0,['Reality'],,2004 - Present,8 Seasons,Returning: Date TBA,['Prime Video'],
Hong Kong West Side Stories,https://reelgood.com/show/hong-kong-west-side-stories-2019,7.4,35.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2019 - 2019,1 Season,Series Ended,['Netflix'],
Joshi Kausei,https://reelgood.com/show/joshi-kausei-2019,,35.0,"['Animation', 'Comedy']",,2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
Giuliana and Bill,https://reelgood.com/show/giuliana-and-bill-2009,4.7,33.0,"['Drama', 'Family', 'Reality']",Rated: 7+ (TV-PG),2009 - Present,7 Seasons,Returning: Date TBA,['fuboTV'],
Man & Beast with Martin Clunes,https://reelgood.com/show/man-beast-with-martin-clunes-2015,7.6,35.0,['Documentary'],,2015 - 2015,1 Season,Series Ended,['AcornTV'],Country: United Kingdom
Enchantimals: Tales from Everwilde,https://reelgood.com/show/enchantimals-2018,8.3,34.0,"['Action & Adventure', 'Animation', 'Children', 'Family', 'Fantasy']",Rated: All (TV-G),2018 - Present,2 Seasons,Returning: Date TBA,['Prime Video'],
Lobstermen: Jeopardy at Sea,https://reelgood.com/show/lobstermen-jeopardy-at-sea-2006,5.8,33.0,['Documentary'],,2006 - 2009,1 Season,Series Ended,['fuboTV'],
Weird Homes,https://reelgood.com/show/weird-homes-1998,7.2,33.0,"['Documentary', 'Home & Garden']",,1998 - 2002,4 Seasons,Series Ended,"['Prime Video', 'Hoopla']",
Tarantula,https://reelgood.com/show/tarantula-2017,6.5,29.0,"['Animation', 'Comedy', 'Drama']",Rated: 18+ (TV-MA),2017 - Present,1 Season,Returning: Date TBA,"['Prime Video', 'Hoopla']",
Deadliest Catch: Dungeon Cove,https://reelgood.com/show/deadliest-catch-dungeon-cove-2016,6.1,33.0,"['Documentary', 'Reality']",Rated: 14+ (TV-14),2016 - Present,1 Season,Returning: Date TBA,['fuboTV'],
The Comedy Jam,https://reelgood.com/show/the-comedy-jam-2017,5.8,33.0,['Comedy'],Rated: 14+ (TV-14),2017 - Present,1 Season,Returning: Date TBA,['fuboTV'],Country: America
FutureStates,https://reelgood.com/show/futurestates-2010,7.0,33.0,"['Drama', 'Science-Fiction']",,2010 - Present,5 Seasons,Returning: Date TBA,['fuboTV'],
Jonathan Bird's Blue World,https://reelgood.com/show/jonathan-birds-blue-world-2008,8.5,35.0,"['Children', 'Documentary', 'Family']",Rated: All (TV-G),2008 - 2016,5 Seasons,Series Ended,['fuboTV'],
Islands of the Future,https://reelgood.com/show/islands-of-the-future-2016,6.7,33.0,,,2016 - Present,1 Season,Returning: Date TBA,['Netflix'],
Hyperlinked,https://reelgood.com/show/hyperlinked-2017,5.0,33.0,"['Children', 'Family']",Rated: All (TV-G),2017 - Present,1 Season,Returning: Date TBA,['Netflix'],
NFL: The Grind,https://reelgood.com/show/nfl-the-grind-2019,5.2,33.0,['Sport'],Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Epix'],
Londongrad,https://reelgood.com/show/londongrad-2018,5.8,33.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama']",Rated: 7+ (TV-PG),2015 - 2018,2 Seasons,Series Ended,['Prime Video'],
Shelley Duvall's Bedtime Stories,https://reelgood.com/show/shelley-duvalls-bedtime-stories-1992,7.6,33.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Fantasy']",,1992 - 1993,2 Seasons,Series Ended,['Prime Video'],
Accident Investigator,https://reelgood.com/show/accident-investigator-2005,7.5,33.0,"['Crime', 'Documentary', 'Drama']",,2005 - 2007,1 Season,Series Ended,['Prime Video'],
Islam and the West,https://reelgood.com/show/islam-and-the-west-2011,,33.0,['Documentary'],Rated: All (TV-G),2011 - 2011,1 Season,Series Ended,['Prime Video'],
Best Baker in America,https://reelgood.com/show/best-baker-in-america-2017,,33.0,,,2017 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
The Voyager with Josh Garcia,https://reelgood.com/show/the-voyager-with-josh-garcia-2016,,33.0,,,2016 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
Religions of the World,https://reelgood.com/show/religions-of-the-world-2015,5.7,33.0,['Documentary'],,2015 - 2015,1 Season,Series Ended,['Prime Video'],
Grand Tours of Scotland's Lochs,https://reelgood.com/show/grand-tours-of-scotlands-lochs-2017,7.6,29.0,['Documentary'],,2017 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Gonul,https://reelgood.com/show/gonul-2017,,34.0,,,2017 - Present,1 Season,Returning: Date TBA,['Netflix'],
Doodlebops Rockin' Road Show,https://reelgood.com/show/doodlebops-rockin-road-show-2009,5.8,33.0,"['Animation', 'Children']",,2010 - 2009,1 Season,Series Ended,"['Starz', 'Hoopla']",
Wipeout (AU),https://reelgood.com/show/wipeout-au-2009,6.0,33.0,"['Comedy', 'Game Show', 'Reality']",,2009 - 2008,1 Season,Series Ended,['Prime Video'],
Speed Racer: The Next Generation,https://reelgood.com/show/speed-racer-the-next-generation-2008,4.0,33.0,"['Action & Adventure', 'Animation', 'Science-Fiction']",Rated: 7+ (TV-PG),2008 - 2013,2 Seasons,Series Ended,['Prime Video'],
The Snowy Day,https://reelgood.com/show/the-snowy-day-2016,7.2,33.0,"['Animation', 'Family']",Rated: All (TV-G),2016 - Present,1 Season,Returning: Date TBA,['Prime Video'],
18if,https://reelgood.com/show/18if-2017,5.3,35.0,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2017 - 2017,1 Season,Series Ended,['Funimation'],
First Dates Canada,https://reelgood.com/show/first-dates-canada-2015,7.1,28.0,,,2015 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Now You Know,https://reelgood.com/show/now-you-know-2015,8.5,33.0,['Family'],,2015 - Present,1 Season,Returning: Date TBA,['Starz'],
On Tour with Asperger's Are Us,https://reelgood.com/show/on-tour-with-aspergers-are-us-2019,7.0,33.0,"['Comedy', 'Documentary']",,2019 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Extreme RVs,https://reelgood.com/show/extreme-rvs-2012,7.2,33.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2012 - Present,5 Seasons,"Returns: Jan. 18, 2038",['fuboTV'],
Speed Kills,https://reelgood.com/show/speed-kills-2012,7.5,33.0,['Documentary'],,2012 - 2014,2 Seasons,Series Ended,['fuboTV'],
Love Family,https://reelgood.com/show/love-family-2013,7.7,33.0,"['Comedy', 'Drama', 'Family']",,2013 - 2014,1 Season,Series Ended,['Netflix'],
Sketchbook ~full color's~,https://reelgood.com/show/sketchbook-full-colors-2007,7.2,33.0,"['Animation', 'Anime', 'Comedy', 'Drama']",,2007 - 2016,2 Seasons,Series Ended,['Funimation'],Country: Japan
Waterfront House Hunting,https://reelgood.com/show/waterfront-house-hunting-2015,4.5,33.0,['Reality'],Rated: 7+ (TV-PG),2015 - Present,3 Seasons,Returning: Date TBA,['Hoopla'],
The Radkes,https://reelgood.com/show/the-radkes-2019,5.5,33.0,['Reality'],Rated: 14+ (TV-14),2019 - Present,1 Season,Returning: Date TBA,['Hoopla'],
Life in the Carolinas,https://reelgood.com/show/the-hitler-youth-2017,8.0,33.0,,,2008 - Present,1 Season,Returning: Date TBA,"['Prime Video', 'Hoopla']",
Keep It Spotless,https://reelgood.com/show/keep-it-spotless-2018,6.1,33.0,"['Action & Adventure', 'Children', 'Game Show']",Rated: All (TV-G),2018 - Present,2 Seasons,Returning: Date TBA,"['Prime Video', 'Hoopla']",Country: America
The Real Story,https://reelgood.com/show/the-real-story-2008,6.9,33.0,['Documentary'],Rated: 14+ (TV-14),2008 - Present,5 Seasons,Returning: Date TBA,"['fuboTV', 'CBS All Access']",
Car Hunters,https://reelgood.com/show/car-hunters-2017,5.5,33.0,['Reality'],,2016 - 2017,1 Season,Series Ended,"['fuboTV', 'CBS All Access']",
All Access: Quest for the Stanley Cup,https://reelgood.com/show/all-access-quest-for-the-stanley-cup-2016,8.3,33.0,"['Documentary', 'Sport']",Rated: 14+ (TV-14),2016 - Present,4 Seasons,Returning: Date TBA,['Showtime'],
Edward and Mary: The Unknown Tudors,https://reelgood.com/show/edward-and-mary-the-unknown-tudors-2002,7.3,31.0,['Documentary'],,2002 - 2002,1 Season,Series Ended,['Prime Video'],
Vials,https://reelgood.com/show/vials-2017,,33.0,,,2017 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Hot Streets,https://reelgood.com/show/hot-streets-2018,5.5,33.0,"['Action & Adventure', 'Animation', 'Comedy', 'Crime', 'Horror', 'Science-Fiction']",Rated: 14+ (TV-14),2018 - Present,2 Seasons,Returning: Date TBA,['Prime Video'],
Twisted Love,https://reelgood.com/show/twisted-love-2020,5.6,32.0,"['Crime', 'Documentary', 'Reality']",,2020 - Present,1 Season,Returning: Date TBA,['fuboTV'],
Klondike: The Quest for Gold,https://reelgood.com/show/klondike-the-quest-for-gold-2003,6.1,33.0,"['Documentary', 'Reality']",,2003 - 2003,1 Season,Series Ended,['Prime Video'],
La strada di casa,https://reelgood.com/show/la-strada-di-casa-2017,6.7,33.0,"['Documentary', 'Reality']",,2017 - Present,1 Season,Returning: Date TBA,['AcornTV'],
The Wheelchair President,https://reelgood.com/show/the-wheelchair-president,6.4,33.0,"['Documentary', 'Reality']",,2015 - Present,1 Season,Returning: Date TBA,['Prime Video'],
World's Deadliest,https://reelgood.com/show/worlds-deadliest-2010,7.1,33.0,['Documentary'],Rated: 7+ (TV-PG),2010 - Present,5 Seasons,Returning: Date TBA,['Prime Video'],
Eat. Race. Win.,https://reelgood.com/show/eat-race-win-2018,7.1,33.0,"['Documentary', 'Sport']",,2018 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Splatalot!,https://reelgood.com/show/splatalot-2011,5.6,33.0,"['Action & Adventure', 'Children', 'Comedy', 'Game Show']",,2011 - Present,2 Seasons,Returning: Date TBA,['Hoopla'],
MegaWorld,https://reelgood.com/show/megaworld-2008,6.4,33.0,['Documentary'],Rated: All (TV-G),2008 - Present,1 Season,Returning: Date TBA,['Prime Video'],
"Accident, Suicide or Murder",https://reelgood.com/show/accident-suicide-or-murder-2019,6.5,33.0,"['Crime', 'Documentary', 'Mystery']",Rated: 14+ (TV-14),2019 - Present,2 Seasons,Returning: Date TBA,['fuboTV'],
