ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Strawberry Panic!,https://reelgood.com/show/strawberry-panic-2006,6.8,59.0,"['Animation', 'Anime', 'Drama']",Rated: 7+ (TV-PG),2006 - 2006,1 Season,Series Ended,['Hoopla'],
The Big Show Show,https://reelgood.com/show/the-big-show-show-2020,6.4,59.0,"['Children', 'Comedy', 'Family', 'Sport']",Rated: All (TV-G),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Crocodile Hunter,https://reelgood.com/show/the-crocodile-hunter-1997,7.7,59.0,"['Action & Adventure', 'Documentary', 'Family']",Rated: All (TV-G),1997 - 2004,7 Seasons,Series Ended,['fuboTV'],Country: Australia
The Riches,https://reelgood.com/show/the-riches-2007,7.8,60.0,"['Comedy', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2007 - 2008,2 Seasons,Series Ended,['Hulu'],Country: America
I Shouldn't Be Alive,https://reelgood.com/show/i-shouldnt-be-alive-2005,8.0,60.0,"['Action & Adventure', 'Documentary', 'Drama', 'Reality']",Rated: 7+ (TV-PG),2005 - 2012,6 Seasons,Series Ended,['Prime Video'],Country: America
The Putin Interviews,https://reelgood.com/show/the-putin-interviews-2017,7.5,59.0,['Documentary'],Rated: 7+ (TV-PG),2017 - 2017,1 Season,Series Ended,['Showtime'],Country: America
Doctor Zhivago,https://reelgood.com/show/doctor-zhivago-2002,7.4,60.0,['Drama'],Rated: 14+ (TV-14),2002 - 2002,1 Season,Series Ended,['BritBox'],Country: United Kingdom
Instant Star,https://reelgood.com/show/instant-star-2004,7.4,59.0,"['Comedy', 'Drama']",Rated: 7+ (TV-PG),2004 - 2008,4 Seasons,Series Ended,,Country: Canada
Benidorm,https://reelgood.com/show/benidorm-2007,7.4,59.0,['Comedy'],Rated: 14+ (TV-14),2007 - 2018,10 Seasons,Series Ended,['BritBox'],Country: United Kingdom
Ted Bundy: Falling for a Killer,https://reelgood.com/show/ted-bundy-falling-for-a-killer-2020,7.9,59.0,"['Crime', 'Documentary']",Rated: 18+ (TV-MA),2020 - 2020,1 Season,Series Ended,['Prime Video'],Country: America
Kiri,https://reelgood.com/show/kiri-2018,6.6,59.0,"['Crime', 'Drama', 'Mystery']",,2018 - 2018,1 Season,Series Ended,['Hulu'],
My Country: The New Age,https://reelgood.com/show/my-country-the-new-age-2019,8.4,59.0,"['Action & Adventure', 'Drama']",,2019 - 2019,1 Season,Series Ended,['Netflix'],
The Apprentice,https://reelgood.com/show/the-apprentice-2005,7.2,59.0,"['Game Show', 'Reality']",,2005 - Present,14 Seasons,Returning: Date TBA,['Netflix'],
D.Gray-man,https://reelgood.com/show/dgray-man-2006,7.7,60.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2006 - 2016,3 Seasons,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Marseille,https://reelgood.com/show/marseille-2016,6.9,59.0,['Drama'],Rated: 18+ (TV-MA),2016 - 2018,2 Seasons,Series Ended,['Netflix'],Country: France
Ultraman,https://reelgood.com/show/ultraman-2019,6.9,59.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
Ultraman,https://reelgood.com/show/ultraman-2019,7.9,56.0,"['Action & Adventure', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),1966 - 2019,25 Seasons,Series Ended,,Country: Japan
Sonny with a Chance,https://reelgood.com/show/sonny-with-a-chance-2009,6.1,59.0,"['Children', 'Comedy', 'Family']",Rated: All (TV-G),2009 - 2011,3 Seasons,Series Ended,['Disney+'],Country: America
Scissor Seven,https://reelgood.com/show/killer-seven-2018,8.1,59.0,"['Action & Adventure', 'Animation', 'Comedy', 'Drama']",Rated: 7+ (TV-PG),2018 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: China
A Pup Named Scooby-Doo,https://reelgood.com/show/a-pup-named-scooby-doo-1988,6.8,59.0,"['Animation', 'Children', 'Comedy', 'Family', 'Mystery']",Rated: 7+ (TV-PG),1988 - 1991,4 Seasons,Series Ended,,
Happy Together,https://reelgood.com/show/happy-together-2018,5.8,59.0,['Comedy'],Rated: 14+ (TV-14),2018 - 2019,1 Season,Series Ended,['CBS All Access'],Country: America
Tales of the City,https://reelgood.com/show/tales-of-the-city-2019,8.3,65.0,"['Comedy', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),1993 - 1993,1 Season,Series Ended,"['Hoopla', 'AcornTV']",
Tales of the City,https://reelgood.com/show/tales-of-the-city-2019,7.4,59.0,"['Drama', 'Family']",Rated: 14+ (TV-14),2019 - 2019,1 Season,Series Ended,['Netflix'],
68 Whiskey,https://reelgood.com/show/68-whiskey-2020,5.4,60.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,"['fuboTV', 'CBS All Access']",Country: America
Barakamon,https://reelgood.com/show/barakamon-2014,8.2,59.0,"['Animation', 'Anime', 'Comedy', 'Drama', 'Family']",Rated: 14+ (TV-14),2014 - 2014,1 Season,Series Ended,['Funimation'],Country: Japan
The Expanding Universe of Ashley Garcia,https://reelgood.com/show/the-expanding-universe-of-ashley-garcia-2020,6.7,59.0,"['Children', 'Comedy']",Rated: All (TV-G),2020 - Present,2 Seasons,Returning: Date TBA,['Netflix'],
Free Rein,https://reelgood.com/show/free-rein-2017,7.3,59.0,"['Drama', 'Family']",Rated: All (TV-G),2017 - Present,3 Seasons,Returning: Date TBA,['Netflix'],
Hell Girl,https://reelgood.com/show/jigoku-shojo-2005,7.5,60.0,"['Animation', 'Anime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2005 - 2006,4 Seasons,Series Ended,['Prime Video'],
Coronation Street,https://reelgood.com/show/coronation-street-1960,,,,,,,,,
The Making of The Mob,https://reelgood.com/show/the-making-of-the-mob-2015,7.9,60.0,"['Crime', 'Documentary', 'Drama']",Rated: 14+ (TV-14),2015 - Present,2 Seasons,Returning: Date TBA,,Country: America
The Soup,https://reelgood.com/show/the-soup-2004,8.2,59.0,"['Comedy', 'Stand-up & Talk']",Rated: 7+ (TV-PG),2004 - Present,12 Seasons,Returning: Date TBA,['fuboTV'],Country: America
Ping Pong the Animation,https://reelgood.com/show/ping-pong-the-animation-2014,8.6,59.0,"['Animation', 'Anime', 'Comedy', 'Documentary', 'Drama', 'Family', 'Sport']",Rated: 14+ (TV-14),2014 - 2014,1 Season,Series Ended,['Funimation'],Country: Japan
My Babysitter's a Vampire,https://reelgood.com/show/my-babysitters-a-vampire-2011,7.0,59.0,"['Action & Adventure', 'Comedy', 'Fantasy', 'Horror', 'Science-Fiction']",Rated: 7+ (TV-PG),2011 - 2012,2 Seasons,Series Ended,['Netflix'],Country: Canada
Tales by Light,https://reelgood.com/show/tales-by-light-2015,8.3,59.0,['Documentary'],,2015 - Present,3 Seasons,Returning: Date TBA,['Netflix'],Country: Australia
6teen,https://reelgood.com/show/6teen-2004,7.2,59.0,"['Animation', 'Comedy', 'Drama', 'Family']",Rated: 7+ (TV-PG),2004 - 2010,5 Seasons,Series Ended,"['Prime Video', 'Hoopla']",Country: Canada
Natsume's Book of Friends,https://reelgood.com/show/natsumes-book-of-friends-2008,8.1,59.0,"['Animation', 'Comedy', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),2008 - 2017,6 Seasons,Series Ended,"['Prime Video', 'Hoopla']",
Wild Kratts,https://reelgood.com/show/wild-kratts-2011,7.7,59.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",Rated: All (TV-G),2011 - Present,6 Seasons,Returning: Date TBA,"['Prime Video', 'Hoopla']",Country: Canada ...More CountriesCanadaAmerica
Would I Lie to You?,https://reelgood.com/show/would-i-lie-to-you-2007,8.1,59.0,"['Comedy', 'Game Show']",Rated: 7+ (TV-PG),2007 - Present,13 Seasons,Returning: Date TBA,['BritBox'],Country: United Kingdom
Guilty Crown,https://reelgood.com/show/guilty-crown-2012,7.1,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2011 - 2012,1 Season,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Fast N' Loud,https://reelgood.com/show/fast-n-loud-2012,7.5,59.0,['Reality'],Rated: 14+ (TV-14),2012 - Present,16 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",Country: America
Utopia Falls,https://reelgood.com/show/utopia-falls-2020,5.1,59.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2020 - Present,1 Season,Returning: Date TBA,['Hulu'],Country: Canada
Hamilton's Pharmacopeia,https://reelgood.com/show/hamiltons-pharmacopeia-2016,8.8,59.0,"['Documentary', 'Reality']",Rated: 18+ (TV-MA),2016 - Present,2 Seasons,Returning: Date TBA,['Hulu'],Country: America
Outrageous Fortune,https://reelgood.com/show/outrageous-fortune-2005,8.3,59.0,"['Comedy', 'Crime', 'Drama']",Rated: 18+ (TV-MA),2005 - 2010,6 Seasons,Series Ended,['Hulu'],
Benched,https://reelgood.com/show/benched-2014,7.1,59.0,['Comedy'],Rated: 14+ (TV-14),2014 - 2014,1 Season,Series Ended,['Hulu'],Country: America
Arabian Nights,https://reelgood.com/show/arabian-nights-2000,7.5,59.0,"['Action & Adventure', 'Family', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2000 - 2000,1 Season,Series Ended,['Hoopla'],
Up All Night,https://reelgood.com/show/up-all-night-2011,6.5,59.0,"['Comedy', 'Documentary']",Rated: 7+ (TV-PG),2011 - 2012,2 Seasons,Series Ended,['Hoopla'],
Frontline,https://reelgood.com/show/frontline-1983,,,,,,,,,
Dancing on the Edge,https://reelgood.com/show/dancing-on-the-edge-2013,7.4,59.0,['Drama'],Rated: 14+ (TV-14),2013 - 2013,1 Season,Series Ended,"['Starz', 'Hoopla']",Country: United Kingdom
Midnight Diner,https://reelgood.com/show/shinya-shokudo-2009,8.7,59.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),2009 - Present,5 Seasons,Returning: Date TBA,['Netflix'],
Clarence,https://reelgood.com/show/clarence-2014,6.6,59.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),2014 - 2017,5 Seasons,Series Ended,"['Hulu', 'HBO', 'HBO MAX', 'Hoopla']",Country: America
Dual Survival,https://reelgood.com/show/dual-survival-2010,7.5,59.0,"['Action & Adventure', 'Reality']",Rated: 14+ (TV-14),2010 - 2016,9 Seasons,Series Ended,"['Hulu', 'fuboTV']",Country: America
To Love-Ru,https://reelgood.com/show/to-love-ru-2008,6.9,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2008 - 2015,4 Seasons,Series Ended,['Hulu'],Country: Japan
90 Day Fiancé: The Other Way,https://reelgood.com/show/90-day-fiance-the-other-way-2019,6.7,59.0,"['Documentary', 'Reality']",Rated: 14+ (TV-14),2019 - Present,2 Seasons,"Returns: Oct. 11, 2020","['Hulu', 'fuboTV']",Country: America
Accel World,https://reelgood.com/show/accel-world-2012,7.2,58.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Reality', 'Science-Fiction']",Rated: 14+ (TV-14),2012 - 2013,1 Season,Series Ended,['Hulu'],Country: Japan
Perfume,https://reelgood.com/show/parfum-2018,7.1,59.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Mr. Bean: The Animated Series,https://reelgood.com/show/mr-bean-the-animated-series-2002,6.8,59.0,"['Animation', 'Children', 'Comedy', 'Family']",Rated: All (TV-G),2002 - Present,4 Seasons,Returning: Date TBA,['Prime Video'],
Dating Naked,https://reelgood.com/show/dating-naked-2014,4.5,59.0,['Reality'],Rated: 14+ (TV-14),2014 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],Country: America
The Birthday Boys,https://reelgood.com/show/the-birthday-boys-2013,7.4,59.0,['Comedy'],Rated: 14+ (TV-14),2013 - Present,2 Seasons,Returning: Date TBA,,
Kenny vs. Spenny,https://reelgood.com/show/kenny-vs-spenny-2003,7.9,60.0,"['Comedy', 'Game Show', 'Reality']",Rated: 18+ (TV-MA),2003 - 2010,6 Seasons,Series Ended,,
The Maxx,https://reelgood.com/show/the-maxx-1995,8.4,59.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),1995 - 2009,1 Season,Series Ended,,Country: America
ReGenesis,https://reelgood.com/show/regenesis-2004,7.9,59.0,"['Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2004 - 2008,4 Seasons,Series Ended,['Prime Video'],Country: Canada
Action,https://reelgood.com/show/action-1999,8.1,59.0,"['Comedy', 'Drama']",Rated: 18+ (TV-MA),1999 - 2000,1 Season,Series Ended,,
Action,https://reelgood.com/show/action-1999,7.7,58.0,"['Action & Adventure', 'Documentary', 'Sport']",,2019 - 2019,1 Season,Series Ended,['Showtime'],
Happy Town,https://reelgood.com/show/happy-town-2010,7.0,59.0,"['Drama', 'Fantasy', 'Mystery']",,2010 - 2010,1 Season,Series Ended,['Showtime'],Country: America
The Movies That Made Us,https://reelgood.com/show/the-movies-that-made-us-2019,7.8,59.0,['Documentary'],Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Pale Horse,https://reelgood.com/show/the-pale-horse-2020,6.1,59.0,['Mystery'],Rated: All (TV-G),2020 - Present,1 Season,Returning: Date TBA,['Prime Video'],Country: United Kingdom
Duck Dynasty,https://reelgood.com/show/duck-dynasty-2012,6.2,59.0,"['Comedy', 'Documentary', 'Reality']",Rated: 7+ (TV-PG),2012 - 2017,11 Seasons,Series Ended,['Hoopla'],Country: America
Vagrant Queen,https://reelgood.com/show/vagrant-queen-2020,4.8,59.0,"['Action & Adventure', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2020 - 2020,1 Season,Series Ended,['fuboTV'],
Tower Prep,https://reelgood.com/show/tower-prep-2010,7.8,58.0,"['Action & Adventure', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2010 - 2010,1 Season,Series Ended,,Country: America
Highway Thru Hell,https://reelgood.com/show/highway-thru-hell-2012,8.1,59.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2012 - Present,8 Seasons,Returning: Date TBA,,
The Fourth Estate,https://reelgood.com/show/the-fourth-estate-2018,7.5,59.0,['Documentary'],Rated: 14+ (TV-14),2018 - 2018,1 Season,Series Ended,['Showtime'],
Chef!,https://reelgood.com/show/chef-1993,8.1,59.0,['Comedy'],Rated: 7+ (TV-PG),1993 - 1996,3 Seasons,Series Ended,,
A Touch of Cloth,https://reelgood.com/show/a-touch-of-cloth-2012,8.0,59.0,"['Action & Adventure', 'Comedy', 'Crime']",Rated: 14+ (TV-14),2012 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],Country: United Kingdom
Silver Spoons,https://reelgood.com/show/silver-spoons-1982,6.1,59.0,"['Comedy', 'Family']",Rated: All (TV-G),1982 - 1987,5 Seasons,Series Ended,['Prime Video'],
Maoyu: Archenemy & Hero,https://reelgood.com/show/maoyu-archenemy-hero-2013,6.9,59.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2013 - 2013,1 Season,Series Ended,['Prime Video'],
Playing with Fire,https://reelgood.com/show/playing-with-fire-2019,6.1,59.0,['Drama'],Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
MasterChef Junior,https://reelgood.com/show/masterchef-junior-2013,6.7,59.0,"['Family', 'Food', 'Game Show', 'Reality']",Rated: All (TV-G),2013 - Present,7 Seasons,Returning: Date TBA,['Hulu'],
The Last Drive-in With Joe Bob Briggs,https://reelgood.com/show/the-last-drivein-with-joe-bob-briggs-2018,9.5,59.0,"['Comedy', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2018 - Present,8 Seasons,Returning: Date TBA,['Hulu'],
Grimgar of Fantasy and Ash,https://reelgood.com/show/grimgar-of-fantasy-and-ash-2016,7.5,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - 2016,1 Season,Series Ended,['Hulu'],Country: Japan
Beyond Scared Straight,https://reelgood.com/show/beyond-scared-straight-2011,7.3,59.0,"['Crime', 'Documentary', 'Reality']",Rated: 18+ (TV-MA),2011 - Present,9 Seasons,Returning: Date TBA,['Hulu'],
BattleBots,https://reelgood.com/show/battlebots-2015,8.0,59.0,"['Action & Adventure', 'Game Show', 'Reality', 'Sport']",Rated: 7+ (TV-PG),2015 - Present,4 Seasons,Returning: Date TBA,['fuboTV'],Country: America
Kath & Kim,https://reelgood.com/show/kath-kim-2002,8.3,59.0,['Comedy'],Rated: 7+ (TV-PG),2002 - 2007,4 Seasons,Series Ended,"['Netflix', 'AcornTV']",
Kath & Kim,https://reelgood.com/show/kath-kim-2002,4.9,44.0,['Comedy'],Rated: 14+ (TV-14),2008 - 2009,1 Season,Series Ended,,
This Way Up,https://reelgood.com/show/this-way-up-2019,7.8,59.0,['Comedy'],,2019 - Present,1 Season,Returning: Date TBA,['Hulu'],
Campione!,https://reelgood.com/show/campione-2012,7.0,59.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2012 - 2012,1 Season,Series Ended,['Hulu'],Country: Japan
Silver Spoon,https://reelgood.com/show/silver-spoon-2013,7.8,60.0,"['Crime', 'Drama']",Rated: 14+ (TV-14),2014 - Present,3 Seasons,Returning: Date TBA,['Netflix'],
Silver Spoon,https://reelgood.com/show/silver-spoon-2013,8.0,59.0,"['Animation', 'Anime', 'Comedy', 'Drama']",Rated: 7+ (TV-PG),2013 - 2014,2 Seasons,Series Ended,['Funimation'],Country: Japan
Speed Racer,https://reelgood.com/show/speed-racer-1967,7.2,59.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Science-Fiction', 'Sport']",Rated: 7+ (TV-PG),1967 - 1968,1 Season,Series Ended,['Funimation'],Country: Japan
The Not-Too-Late Show with Elmo,https://reelgood.com/show/the-not-too-late-show-with-elmo-2020,7.7,59.0,"['Comedy', 'Family']",Rated: All (TV-G),2020 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Intersection,https://reelgood.com/show/intersection-2016,6.6,59.0,['Drama'],,2016 - 2016,3 Seasons,Series Ended,['Netflix'],Country: Turkey
The Carbonaro Effect,https://reelgood.com/show/the-carbonaro-effect-2014,7.4,59.0,"['Comedy', 'Reality']",Rated: 14+ (TV-14),2014 - Present,7 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",Country: America
Taboo,https://reelgood.com/show/taboo-2003,8.4,84.0,"['Action & Adventure', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2017 - Present,1 Season,Returning: Date TBA,['Hulu'],Country: United Kingdom ...More CountriesUnited KingdomAmerica
Taboo,https://reelgood.com/show/taboo-2003,7.8,59.0,['Documentary'],Rated: 18+ (TV-MA),2003 - 2013,10 Seasons,Series Ended,['Hulu'],
Smart Guy,https://reelgood.com/show/smart-guy-1997,7.4,59.0,"['Comedy', 'Drama', 'Family']",Rated: All (TV-G),1997 - 1999,3 Seasons,Series Ended,['Disney+'],Country: America
Archie Bunker's Place,https://reelgood.com/show/archie-bunkers-place-1979,6.4,59.0,['Comedy'],Rated: 7+ (TV-PG),1979 - 1983,4 Seasons,Series Ended,['Disney+'],Country: America
Vexed,https://reelgood.com/show/vexed-2010,7.3,59.0,"['Comedy', 'Crime', 'Drama', 'Mystery']",,2010 - 2012,2 Seasons,Series Ended,"['Netflix', 'AcornTV']",Country: United Kingdom
Zen,https://reelgood.com/show/zen-2013,7.8,58.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2013 - 2011,1 Season,Series Ended,"['Hoopla', 'BritBox']",
Puberty Blues,https://reelgood.com/show/puberty-blues-2012,8.2,58.0,['Drama'],,2012 - 2014,2 Seasons,Series Ended,"['Hoopla', 'BritBox']",Country: Australia
Renegade,https://reelgood.com/show/renegade-1992,6.0,59.0,"['Action & Adventure', 'Crime', 'Drama']",,1992 - 1997,5 Seasons,Series Ended,['Hulu'],Country: America
Mighty Med,https://reelgood.com/show/mighty-med-2013,6.5,60.0,"['Children', 'Comedy', 'Family', 'Science-Fiction']",Rated: All (TV-G),2013 - 2015,2 Seasons,Series Ended,['Disney+'],Country: America
The World Wars,https://reelgood.com/show/the-world-wars-2014,8.1,59.0,"['Documentary', 'Drama']",Rated: 7+ (TV-PG),2014 - 2014,1 Season,Series Ended,['Hoopla'],Country: America
Welcome to the N.H.K.,https://reelgood.com/show/welcome-to-the-nhk-2006,8.3,59.0,"['Animation', 'Anime', 'Comedy', 'Drama']",Rated: 7+ (TV-PG),2006 - 2006,1 Season,Series Ended,['Funimation'],Country: Japan
David Makes Man,https://reelgood.com/show/david-makes-man-2019,7.1,59.0,['Drama'],Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,"['HBO', 'HBO MAX']",
Terrace House: Boys & Girls in the City,https://reelgood.com/show/terrace-house-boys-girls-in-the-city-2016,8.2,59.0,['Reality'],Rated: 7+ (TV-PG),2015 - 2016,1 Season,Series Ended,['Netflix'],Country: Japan
The Defenders,https://reelgood.com/show/the-defenders-2010,7.4,59.0,"['Comedy', 'Crime', 'Drama']",Rated: 14+ (TV-14),2010 - 2011,1 Season,Series Ended,,
Snapped,https://reelgood.com/show/snapped-2004,7.8,59.0,"['Crime', 'Documentary', 'Reality']",Rated: 7+ (TV-PG),2004 - Present,28 Seasons,Returning: Date TBA,['fuboTV'],
Accidentally In Love,https://reelgood.com/show/accidentally-in-love-2018,7.6,59.0,"['Comedy', 'Drama', 'Family']",Rated: 7+ (TV-PG),2018 - 2018,1 Season,Series Ended,['Netflix'],
Yu-Gi-Oh! 5D's,https://reelgood.com/show/yu-gi-oh-5ds-2008,6.7,58.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),2008 - 2011,4 Seasons,Series Ended,"['Hulu', 'Prime Video']",
Intruders,https://reelgood.com/show/intruders-2014,6.7,59.0,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2014 - 2014,1 Season,Series Ended,"['Hulu', 'Hoopla']",
Intruders,https://reelgood.com/show/intruders-2014,,,,,2017 - Present,1 Season,Returning: Date TBA,,
Devil May Cry,https://reelgood.com/show/2007,7.1,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Fantasy', 'Horror', 'Science-Fiction']",Rated: 18+ (TV-MA),2007 - 2007,1 Season,Series Ended,"['Hulu', 'Funimation']",Country: Japan
Unit One,https://reelgood.com/show/unit-one-2000,8.2,59.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2000 - 2004,4 Seasons,Series Ended,['Hoopla'],
Grand Blue,https://reelgood.com/show/grand-blue-2018,7.7,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy']",Rated: 18+ (TV-MA),2018 - Present,1 Season,Returning: Date TBA,['Prime Video'],Country: Japan
La Doña,https://reelgood.com/show/la-dona-2016,7.4,59.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 14+ (TV-14),2016 - Present,2 Seasons,Returning: Date TBA,"['Netflix', 'fuboTV']",
Appropriate Adult,https://reelgood.com/show/appropriate-adult-2011,7.5,59.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2011 - 2011,1 Season,Series Ended,['Prime Video'],Country: United Kingdom
Life with Derek,https://reelgood.com/show/life-with-derek-2005,7.3,58.0,"['Children', 'Comedy', 'Drama', 'Family']",Rated: 7+ (TV-PG),2005 - 2009,4 Seasons,Series Ended,['Prime Video'],Country: Canada
Thomas & Friends,https://reelgood.com/show/thomas-friends-1984,6.6,59.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Drama', 'Family', 'Fantasy']",Rated: All (TV-G),1984 - Present,24 Seasons,Returning: Date TBA,"['Netflix', 'Prime Video', 'fuboTV', 'Starz']",
The Michael J. Fox Show,https://reelgood.com/show/the-michael-j-fox-show-2013,6.6,59.0,['Comedy'],Rated: 14+ (TV-14),2013 - 2014,1 Season,Series Ended,"['Netflix', 'Prime Video', 'fuboTV', 'Starz']",Country: America
Alaskan Bush People,https://reelgood.com/show/alaskan-bush-people-2014,6.2,59.0,"['Action & Adventure', 'Documentary', 'Reality']",Rated: 14+ (TV-14),2014 - Present,12 Seasons,Returning: Date TBA,['fuboTV'],Country: America
Living Single,https://reelgood.com/show/living-single-1993,7.4,59.0,['Comedy'],Rated: 7+ (TV-PG),1993 - 1998,5 Seasons,Series Ended,['Hulu'],
God Eater,https://reelgood.com/show/god-eater-2015,7.0,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2015 - 2016,1 Season,Series Ended,['Netflix'],Country: Japan
90 Day Fiancé: Before the 90 Days,https://reelgood.com/show/90-day-fiance-before-the-90-days-2017,6.7,59.0,"['Documentary', 'Reality']",Rated: 14+ (TV-14),2017 - Present,5 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Gortimer Gibbon's Life on Normal Street,https://reelgood.com/show/gortimer-gibbons-life-on-normal-street-2014,8.2,59.0,"['Action & Adventure', 'Children', 'Comedy', 'Family', 'Fantasy']",Rated: All (TV-G),2014 - Present,3 Seasons,Returning: Date TBA,['Prime Video'],
Sex Explained,https://reelgood.com/show/sex-explained-2020,6.9,59.0,['Documentary'],Rated: 18+ (TV-MA),2020 - 2020,1 Season,Series Ended,['Netflix'],
Demon King Daimao,https://reelgood.com/show/demon-king-daimao-2010,6.9,59.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2010 - 2010,1 Season,Series Ended,['Netflix'],Country: Japan
Endgame,https://reelgood.com/show/endgame-2011,7.6,59.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 14+ (TV-14),2011 - 2011,1 Season,Series Ended,['Netflix'],
The City and the City,https://reelgood.com/show/the-city-and-the-city-2018,6.5,59.0,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2018 - 2018,1 Season,Series Ended,['BritBox'],
Bella and the Bulldogs,https://reelgood.com/show/bella-and-the-bulldogs-2015,5.2,59.0,"['Children', 'Comedy', 'Family', 'Sport']",Rated: All (TV-G),2015 - 2016,2 Seasons,Series Ended,"['Netflix', 'Hoopla']",Country: America
Beyblade,https://reelgood.com/show/golden-rainbow-2013,6.8,58.0,"['Action & Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Science-Fiction', 'Sport']",Rated: 7+ (TV-PG),2001 - 2020,12 Seasons,Series Ended,"['Netflix', 'Hoopla']",Country: Japan
Ch:os:en,https://reelgood.com/show/chosen-2013,7.4,58.0,"['Action & Adventure', 'Drama']",,2013 - Present,3 Seasons,Returning: Date TBA,['Netflix'],
