ShowName,Links,Imdb,Reelgood,Genres,MaturityRating,RunningDate,Seasons,ReturningDate,Service,Country
Missions,https://reelgood.com/show/missions-2017,6.7,52.0,"['Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2017 - Present,2 Seasons,Returning: Date TBA,,Country: France
Transformers: Robots In Disguise,https://reelgood.com/show/transformers-robots-in-disguise-2015,6.0,52.0,"['Action & Adventure', 'Animation', 'Comedy', 'Science-Fiction']",Rated: All (TV-G),2015 - 2017,4 Seasons,Series Ended,"['Netflix', 'Prime Video']",Country: America
Borderline,https://reelgood.com/show/borderline-2016,7.1,52.0,['Comedy'],Rated: 14+ (TV-14),2016 - Present,2 Seasons,Returning: Date TBA,['Netflix'],Country: United Kingdom
Dimension W,https://reelgood.com/show/dimension-w-2016,6.9,53.0,"['Action & Adventure', 'Animation', 'Anime', 'Crime', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2016 - 2016,1 Season,Series Ended,['Funimation'],Country: Japan
The Millers,https://reelgood.com/show/the-millers-2013,5.9,53.0,['Comedy'],Rated: 14+ (TV-14),2013 - 2015,2 Seasons,Series Ended,,
WATATEN!: an Angel Flew Down to Me,https://reelgood.com/show/wataten-an-angel-flew-down-to-me-2019,6.5,52.0,"['Animation', 'Comedy']",Rated: 14+ (TV-14),2019 - 2019,1 Season,Series Ended,,
Land of the Lost,https://reelgood.com/show/land-of-the-lost-1991,6.9,52.0,"['Action & Adventure', 'Children', 'Comedy', 'Drama', 'Family']",,1991 - 1992,2 Seasons,Series Ended,['Prime Video'],Country: America
The Big Comfy Couch,https://reelgood.com/show/the-big-comfy-couch-1993,7.1,52.0,"['Children', 'Comedy', 'Family']",Rated: All (TV-G),1993 - Present,7 Seasons,Returning: Date TBA,['Prime Video'],
Winter,https://reelgood.com/show/winter-2015,7.4,53.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2015 - 2015,1 Season,Series Ended,"['Hoopla', 'AcornTV']",
Charlie Jade,https://reelgood.com/show/charlie-jade-2005,7.2,52.0,"['Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),2005 - 2005,1 Season,Series Ended,['Prime Video'],Country: South Africa ...More CountriesSouth AfricaCanada
"I'm Sorry, I Love You",https://reelgood.com/show/im-sorry-i-love-you-2004,8.4,51.0,['Drama'],Rated: 14+ (TV-14),2004 - 2004,1 Season,Series Ended,,
Tracey Ullman's Show,https://reelgood.com/show/tracey-ullmans-show-2016,7.0,52.0,"['Comedy', 'Stand-up & Talk']",Rated: 18+ (TV-MA),2016 - Present,3 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX']",
Malibu Country,https://reelgood.com/show/malibu-country-2012,6.0,52.0,['Comedy'],Rated: 7+ (TV-PG),2012 - 2013,1 Season,Series Ended,"['HBO', 'HBO MAX']",Country: America
The Legend of the Legendary Heroes,https://reelgood.com/show/the-legend-of-the-legendary-heroes-2010,7.2,52.0,"['Action & Adventure', 'Animation', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2010 - 2010,1 Season,Series Ended,['Funimation'],
Trolls: The Beat Goes On!,https://reelgood.com/show/trolls-the-beat-goes-on-2018,5.8,53.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family', 'Fantasy']",Rated: All (TV-G),2018 - Present,8 Seasons,Returning: Date TBA,['Netflix'],Country: America
On Death Row,https://reelgood.com/show/on-death-row-2012,8.0,52.0,['Documentary'],Rated: 7+ (TV-PG),2012 - 2013,2 Seasons,Series Ended,['Prime Video'],
True Life,https://reelgood.com/show/true-life-1998,7.5,52.0,['Documentary'],Rated: 14+ (TV-14),1998 - 2011,9 Seasons,Series Ended,['Hoopla'],
The Jim Jefferies Show,https://reelgood.com/show/the-jim-jefferies-show-2017,7.1,53.0,['Comedy'],Rated: 14+ (TV-14),2017 - 2019,3 Seasons,Series Ended,['Hoopla'],
Harvey Beaks,https://reelgood.com/show/harvey-beaks-2015,7.0,53.0,"['Animation', 'Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),2015 - 2017,3 Seasons,Series Ended,['Hulu'],
Drain the Oceans,https://reelgood.com/show/drain-the-oceans-2018,7.6,52.0,"['Documentary', 'Mystery']",Rated: 7+ (TV-PG),2018 - Present,3 Seasons,Returning: Date TBA,['Disney+'],Country: America
What Would Diplo Do?,https://reelgood.com/show/what-would-diplo-do-2017,7.0,53.0,['Comedy'],Rated: 14+ (TV-14),2017 - Present,1 Season,Returning: Date TBA,,
Archangel,https://reelgood.com/show/archangel-2005,6.5,52.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2005 - 2005,1 Season,Series Ended,"['Hulu', 'Hoopla']",
MotherFatherSon,https://reelgood.com/show/motherfatherson-2019,6.7,52.0,['Drama'],Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Starz'],
Loaded,https://reelgood.com/show/loaded-2017,6.5,52.0,"['Comedy', 'Drama']",,2017 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Pyramid Code,https://reelgood.com/show/the-pyramid-code-2009,6.7,52.0,['Documentary'],Rated: 7+ (TV-PG),2020 - Present,1 Season,Returning: Date TBA,,
"That Winter, The Wind Blows",https://reelgood.com/show/that-winter-the-wind-blows-2013,7.8,53.0,['Drama'],,2013 - 2013,1 Season,Series Ended,['Netflix'],
If I Hadn't Met You,https://reelgood.com/show/if-i-hadnt-met-you-2018,7.7,53.0,"['Drama', 'Family', 'Fantasy', 'Mystery', 'Science-Fiction']",,2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Fastlane,https://reelgood.com/show/fastlane-2002,7.4,53.0,"['Action & Adventure', 'Comedy', 'Crime', 'Drama']",Rated: 14+ (TV-14),2002 - 2003,1 Season,Series Ended,,Country: America
"Car 54, Where Are You?",https://reelgood.com/show/car-54-where-are-you-1961,7.7,52.0,['Comedy'],,1961 - 1963,2 Seasons,Series Ended,['Prime Video'],Country: America
Heathcliff,https://reelgood.com/show/heathcliff-the-catillac-cats-1984,6.6,52.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Family']",Rated: 7+ (TV-PG),1984 - 1984,2 Seasons,Series Ended,"['Hulu', 'Starz', 'CBS All Access', 'Hoopla']",Country: Canada ...More CountriesCanadaFranceJapanAmerica
Quirke,https://reelgood.com/show/quirke-2014,6.9,52.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2014 - 2014,1 Season,Series Ended,['BritBox'],Country: United Kingdom ...More CountriesUnited KingdomIreland
Lipstick Jungle,https://reelgood.com/show/lipstick-jungle-2008,6.5,53.0,"['Comedy', 'Drama']",Rated: 14+ (TV-14),2008 - 2009,2 Seasons,Series Ended,['BritBox'],Country: America
Stephen Fry in America,https://reelgood.com/show/stephen-fry-in-america-2008,7.9,52.0,"['Documentary', 'Travel']",Rated: 7+ (TV-PG),2008 - 2008,1 Season,Series Ended,,
Shadow,https://reelgood.com/show/shadow-2019,6.6,52.0,"['Action & Adventure', 'Crime']",Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Saddle Club,https://reelgood.com/show/the-saddle-club-2001,6.0,52.0,"['Action & Adventure', 'Children', 'Family']",Rated: All (TV-G),2001 - 2009,3 Seasons,Series Ended,['Prime Video'],Country: America ...More CountriesAmericaCanadaAustralia
Call of the Wildman,https://reelgood.com/show/call-of-the-wildman-2011,6.7,52.0,['Reality'],Rated: 7+ (TV-PG),2011 - 2014,4 Seasons,Series Ended,,
Ballmastrz: 9009,https://reelgood.com/show/ballmastrz-9009-2018,7.0,52.0,"['Action & Adventure', 'Animation', 'Comedy', 'Family', 'Science-Fiction', 'Sport']",Rated: 14+ (TV-14),2018 - Present,2 Seasons,Returning: Date TBA,"['HBO', 'HBO MAX', 'fuboTV']",Country: America
Proven Innocent,https://reelgood.com/show/proven-innocent-2019,6.5,52.0,"['Crime', 'Drama']",Rated: 14+ (TV-14),2019 - 2019,1 Season,Series Ended,,
The Hunt with John Walsh,https://reelgood.com/show/the-hunt-with-john-walsh-2014,7.5,52.0,"['Crime', 'Documentary', 'Reality']",Rated: 14+ (TV-14),2014 - Present,4 Seasons,Returning: Date TBA,['Hulu'],
Kaboul Kitchen,https://reelgood.com/show/kaboul-kitchen-2012,7.6,53.0,['Comedy'],Rated: 7+ (TV-PG),2012 - 2017,3 Seasons,Series Ended,['Hoopla'],
Mayday,https://reelgood.com/show/mayday-2013,8.8,70.0,"['Crime', 'Documentary', 'Drama']",Rated: 14+ (TV-14),2003 - Present,20 Seasons,Returning: Date TBA,"['fuboTV', 'CBS All Access', 'Hoopla']",Country: Canada
Mayday,https://reelgood.com/show/mayday-2013,6.7,52.0,"['Drama', 'Fantasy', 'Mystery']",,2013 - 2013,1 Season,Series Ended,"['Prime Video', 'Hoopla', 'AcornTV']",Country: United Kingdom
Oddities,https://reelgood.com/show/oddities-2010,8.0,53.0,"['Documentary', 'Reality']",Rated: 7+ (TV-PG),2010 - Present,5 Seasons,Returning: Date TBA,"['Prime Video', 'fuboTV']",
Decline and Fall,https://reelgood.com/show/decline-and-fall-2017,6.7,52.0,"['Comedy', 'Drama']",,2017 - 2017,1 Season,Series Ended,['Hoopla'],
Keep Your Hands Off Eizouken!,https://reelgood.com/show/keep-your-hands-off-eizouken-2020,8.2,52.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama']",,2020 - 2020,1 Season,Series Ended,"['HBO', 'HBO MAX']",Country: Japan
The Abbott and Costello Show,https://reelgood.com/show/the-abbott-and-costello-show-1952,8.2,53.0,"['Comedy', 'Family', 'Mystery']",Rated: All (TV-G),1952 - 1954,2 Seasons,Series Ended,,
Watch Over Me,https://reelgood.com/show/watch-over-me-2006,6.5,53.0,['Drama'],Rated: 14+ (TV-14),2006 - 2007,1 Season,Series Ended,['Hulu'],
Red Rock,https://reelgood.com/show/red-rock-2015,7.6,52.0,"['Action & Adventure', 'Crime', 'Drama', 'Science-Fiction']",Rated: 7+ (TV-PG),2015 - Present,6 Seasons,Returning: Date TBA,['Prime Video'],Country: Ireland
Hache,https://reelgood.com/show/hache-2019,6.3,52.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: Spain
Harmony with A R Rahman,https://reelgood.com/show/harmony-with-a-r-rahman-2018,9.2,53.0,['Documentary'],,2018 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Baka and Test: Summon the Beasts,https://reelgood.com/show/baka-and-test-summon-the-beasts-2010,7.3,52.0,"['Animation', 'Anime', 'Comedy', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2010 - 2012,2 Seasons,Series Ended,"['Hulu', 'Funimation']",Country: Japan
How Heavy Are the Dumbbells You Lift?,https://reelgood.com/show/how-heavy-are-the-dumbbells-you-lift-2019,7.1,53.0,"['Animation', 'Comedy', 'Sport']",Rated: 14+ (TV-14),2019 - 2019,1 Season,Series Ended,['Funimation'],Country: Japan
Bramwell,https://reelgood.com/show/bramwell-1995,8.0,52.0,['Drama'],Rated: All (TV-G),1995 - 1998,4 Seasons,Series Ended,"['Prime Video', 'BritBox']",
BeastMaster,https://reelgood.com/show/beastmaster-1999,6.3,52.0,"['Action & Adventure', 'Fantasy', 'Mystery']",Rated: 7+ (TV-PG),1999 - 2003,4 Seasons,Series Ended,"['Prime Video', 'BritBox']",Country: Canada
Laguna Beach,https://reelgood.com/show/laguna-beach-2004,4.8,53.0,"['Drama', 'Reality']",Rated: 7+ (TV-PG),2004 - 2008,4 Seasons,Series Ended,['CBS All Access'],Country: America
Sapphire & Steel,https://reelgood.com/show/sapphire-steel-1979,8.0,52.0,"['Drama', 'Mystery', 'Science-Fiction']",Rated: 14+ (TV-14),1979 - 1982,6 Seasons,Series Ended,['CBS All Access'],Country: United Kingdom
The Worst Week of My Life,https://reelgood.com/show/the-worst-week-of-my-life-2004,8.0,52.0,['Comedy'],,2004 - 2006,3 Seasons,Series Ended,['AcornTV'],
Witnesses,https://reelgood.com/show/witnesses-2014,7.3,52.0,"['Crime', 'Drama', 'Mystery']",Rated: 18+ (TV-MA),2014 - Present,2 Seasons,Returning: Date TBA,,Country: Belgium ...More CountriesBelgiumFrance
Trinity Blood,https://reelgood.com/show/trinity-blood-2005,7.1,52.0,"['Action & Adventure', 'Animation', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 18+ (TV-MA),2005 - 2005,1 Season,Series Ended,['Funimation'],
American Restoration,https://reelgood.com/show/american-restoration-2010,6.6,52.0,['Reality'],Rated: All (TV-G),2010 - 2016,7 Seasons,Series Ended,['Hoopla'],
Upright Citizens Brigade,https://reelgood.com/show/upright-citizens-brigade-1998,8.0,52.0,['Comedy'],Rated: 14+ (TV-14),1998 - 2000,3 Seasons,Series Ended,['Hoopla'],
Cooked With Cannabis,https://reelgood.com/show/cooked-with-cannabis-2020,6.7,52.0,['Reality'],Rated: 18+ (TV-MA),2020 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Break with Michelle Wolf,https://reelgood.com/show/the-break-with-michelle-wolf-2018,5.2,52.0,"['Comedy', 'Stand-up & Talk']",Rated: 18+ (TV-MA),2018 - 2018,1 Season,Series Ended,['Netflix'],Country: America
Stingray,https://reelgood.com/show/stingray-1985,7.5,52.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",,1985 - 1987,2 Seasons,Series Ended,['Netflix'],Country: America
Stingray,https://reelgood.com/show/stingray-1985,7.3,49.0,"['Action & Adventure', 'Children', 'Family', 'Fantasy', 'Science-Fiction']",,1964 - 1965,1 Season,Series Ended,['Prime Video'],
Higher Ground,https://reelgood.com/show/higher-ground-2000,8.2,53.0,"['Drama', 'Family']",Rated: 7+ (TV-PG),2000 - 2000,1 Season,Series Ended,,Country: America ...More CountriesAmericaCanada
Nate & Jeremiah by Design,https://reelgood.com/show/nate-jeremiah-by-design-2017,7.7,53.0,"['Home & Garden', 'LGBTQ', 'Reality']",Rated: All (TV-G),2017 - Present,3 Seasons,Returning: Date TBA,['fuboTV'],
YU-NO: A Girl who Chants Love at the Bound of this World.,https://reelgood.com/show/yuno-a-girl-who-chants-love-at-the-bound-of-this-world-2019,6.3,53.0,"['Animation', 'Anime', 'Drama', 'Fantasy', 'Mystery', 'Science-Fiction']",,2019 - 2019,1 Season,Series Ended,"['Crunchyroll', 'Funimation']",
Chocolate,https://reelgood.com/show/chocolate-2019,7.6,52.0,"['Drama', 'Food']",,2019 - 2020,1 Season,Series Ended,['Netflix'],Country: South Korea
The Paper,https://reelgood.com/show/the-paper-2016,8.2,52.0,"['Comedy', 'Drama', 'Mystery']",,2016 - Present,2 Seasons,Returning: Date TBA,['BritBox'],
The Paper,https://reelgood.com/show/the-paper-2016,6.5,39.0,"['Documentary', 'Reality']",,2008 - 2008,1 Season,Series Ended,['Netflix'],Country: America
Mekakucity Actors,https://reelgood.com/show/mekaku-city-actors-2014,6.7,52.0,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Mystery']",,2014 - 2014,1 Season,Series Ended,['Netflix'],
Re:Creators,https://reelgood.com/show/re-creators-2017,7.0,52.0,"['Action & Adventure', 'Animation', 'Anime', 'Fantasy', 'Mystery', 'Science-Fiction']",Rated: 18+ (TV-MA),2017 - Present,1 Season,Returning: Date TBA,['Prime Video'],
Danger Man,https://reelgood.com/show/danger-man-1960,7.9,52.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),1960 - 1968,4 Seasons,Series Ended,['Prime Video'],Country: United Kingdom
Obsession: Dark Desires,https://reelgood.com/show/obsession-dark-desires-2014,7.4,53.0,"['Crime', 'Documentary', 'Drama']",Rated: 14+ (TV-14),2014 - Present,5 Seasons,Returning: Date TBA,"['Hulu', 'fuboTV']",
Marvel’s Hulk and the Agents of S.M.A.S.H,https://reelgood.com/show/marvels-hulk-and-the-agents-of-smash-2013,6.1,53.0,"['Action & Adventure', 'Animation', 'Children', 'Comedy', 'Science-Fiction']",Rated: 7+ (TV-PG),2013 - 2015,2 Seasons,Series Ended,['Disney+'],Country: America
Zetman,https://reelgood.com/show/zetman-2012,6.4,52.0,"['Action & Adventure', 'Animation', 'Anime', 'Horror', 'Science-Fiction']",Rated: 18+ (TV-MA),2012 - 2012,1 Season,Series Ended,,Country: Japan
MonsterQuest,https://reelgood.com/show/monsterquest-2007,7.1,52.0,"['Documentary', 'Mystery', 'Reality']",Rated: 14+ (TV-14),2007 - 2010,4 Seasons,Series Ended,['Prime Video'],
Single-Handed,https://reelgood.com/show/single-handed-2007,7.5,52.0,"['Crime', 'Drama']",Rated: 14+ (TV-14),2007 - 2010,4 Seasons,Series Ended,"['Hoopla', 'AcornTV']",
The Jewel in the Crown,https://reelgood.com/show/the-jewel-in-the-crown-1984,8.3,52.0,['Drama'],,1984 - 1984,1 Season,Series Ended,,Country: United Kingdom
"I Love You, America",https://reelgood.com/show/i-love-you-america-2017,5.7,53.0,['Comedy'],Rated: 18+ (TV-MA),2017 - 2018,2 Seasons,Series Ended,['Hulu'],
The Dick Van Dyke Show,https://reelgood.com/show/the-dick-van-dyke-show-1961,6.8,52.0,"['Comedy', 'Family']",Rated: All (TV-G),1961 - 1966,5 Seasons,Series Ended,"['Hulu', 'CBS All Access', 'Hoopla']",
Monsters Inside Me,https://reelgood.com/show/monsters-inside-me-2009,7.6,53.0,"['Documentary', 'Reality']",Rated: 14+ (TV-14),2009 - Present,8 Seasons,Returning: Date TBA,['fuboTV'],Country: America
Undercover,https://reelgood.com/show/undercover-2016,8.9,71.0,"['Action & Adventure', 'Crime', 'Drama']",Rated: 7+ (TV-PG),2011 - 2016,5 Seasons,Series Ended,['Prime Video'],Country: Bulgaria
Undercover,https://reelgood.com/show/undercover-2016,7.9,66.0,"['Crime', 'Drama']",Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,['Netflix'],Country: Belgium
Undercover,https://reelgood.com/show/undercover-2016,6.8,52.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2016 - 2015,1 Season,Series Ended,['Prime Video'],
Out of the Box,https://reelgood.com/show/out-of-the-box,7.5,52.0,"['Comedy', 'Family']",Rated: All (TV-G),1998 - 1998,3 Seasons,Series Ended,['Disney+'],Country: America
Ghost Stories,https://reelgood.com/show/ghost-stories-2000,7.9,53.0,"['Action & Adventure', 'Animation', 'Comedy', 'Fantasy', 'Horror', 'Mystery', 'Science-Fiction']",Rated: 7+ (TV-PG),2000 - 2001,1 Season,Series Ended,['Disney+'],Country: Japan
Ghost Stories,https://reelgood.com/show/ghost-stories-2000,6.6,44.0,"['Drama', 'Horror', 'Mystery']",,1997 - 1998,1 Season,Series Ended,['Prime Video'],
Psychic Detective Yakumo,https://reelgood.com/show/psychic-detective-yakumo-2010,6.7,54.0,"['Action & Adventure', 'Animation', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2010 - 2010,1 Season,Series Ended,['Hulu'],
The Mallorca Files,https://reelgood.com/show/the-mallorca-files-2019,6.3,52.0,"['Crime', 'Drama']",Rated: 7+ (TV-PG),2019 - Present,1 Season,Returning: Date TBA,['BritBox'],
Odd Squad,https://reelgood.com/show/odd-squad-2014,6.5,53.0,"['Action & Adventure', 'Children', 'Comedy', 'Crime', 'Family', 'Mystery', 'Science-Fiction']",Rated: All (TV-G),2014 - Present,4 Seasons,Returning: Date TBA,"['Prime Video', 'Hoopla']",
Jamaica Inn,https://reelgood.com/show/jamaica-inn-2014,6.5,52.0,['Drama'],,2014 - 2014,2 Seasons,Series Ended,"['Hoopla', 'AcornTV']",Country: United Kingdom
Tattoo Nightmares,https://reelgood.com/show/tattoo-nightmares-2012,6.7,52.0,['Reality'],Rated: 14+ (TV-14),2012 - Present,4 Seasons,Returning: Date TBA,,
頭文字D First Stage,https://reelgood.com/show/d-first-stage-1998,8.4,52.0,"['Action & Adventure', 'Animation', 'Comedy', 'Sport']",Rated: 7+ (TV-PG),1998 - Present,6 Seasons,Returning: Date TBA,"['Hulu', 'Funimation']",
WCW Monday Nitro,https://reelgood.com/show/wcw-monday-nitro-1995,8.0,52.0,"['Action & Adventure', 'Sport']",,1995 - 2001,7 Seasons,Series Ended,,Country: America
Below the Surface,https://reelgood.com/show/gidseltagningen-2017,7.2,52.0,"['Crime', 'Drama']",,2017 - Present,2 Seasons,Returning: Date TBA,['Hulu'],
Aussie Gold Hunters,https://reelgood.com/show/aussie-gold-hunters-2017,7.1,52.0,"['Action & Adventure', 'Documentary', 'Reality']",Rated: 7+ (TV-PG),2016 - Present,5 Seasons,Returning: Date TBA,"['Netflix', 'fuboTV']",
Halloween Wars,https://reelgood.com/show/halloween-wars-2011,7.9,52.0,"['Family', 'Game Show', 'Reality']",Rated: All (TV-G),2011 - Present,10 Seasons,"Returns: Sep. 14, 2020",['fuboTV'],
Watch What Happens: Live,https://reelgood.com/show/watch-what-happens-live-2009,5.8,52.0,"['Comedy', 'Reality']",Rated: 14+ (TV-14),2009 - Present,17 Seasons,"Returns: Sep. 9, 2020",['fuboTV'],
Whodunnit?,https://reelgood.com/show/whodunnit-2013,7.0,52.0,['Game Show'],,2013 - 2013,1 Season,Series Ended,['fuboTV'],
Spirit: Riding Free,https://reelgood.com/show/spirit-riding-free-2017,6.5,52.0,"['Action & Adventure', 'Animation', 'Children', 'Family']",Rated: 7+ (TV-PG),2017 - Present,8 Seasons,Returning: Date TBA,['Netflix'],Country: America
The Frozen Dead,https://reelgood.com/show/the-frozen-dead-2017,6.3,51.0,"['Crime', 'Drama', 'Mystery']",,2017 - Present,1 Season,Returning: Date TBA,['Netflix'],
The Hunger,https://reelgood.com/show/the-hunger-1997,6.3,52.0,"['Drama', 'Horror']",Rated: 18+ (TV-MA),1997 - 2000,2 Seasons,Series Ended,['Prime Video'],Country: America ...More CountriesAmericaUnited KingdomCanada
White Rabbit Project,https://reelgood.com/show/white-rabbit-project-2016,6.9,52.0,['Reality'],Rated: 7+ (TV-PG),2016 - 2016,1 Season,Series Ended,['Netflix'],
Servamp,https://reelgood.com/show/servamp-2016,6.3,52.0,"['Action & Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy', 'Science-Fiction']",Rated: 14+ (TV-14),2016 - 2016,1 Season,Series Ended,['Funimation'],
The Next Iron Chef,https://reelgood.com/show/the-next-iron-chef-2007,6.6,52.0,['Reality'],Rated: All (TV-G),2007 - 2012,5 Seasons,Series Ended,['Funimation'],
Jungle Book Shōnen Mowgli,https://reelgood.com/show/jungle-book-shonen-mowgli-1989,7.6,52.0,"['Action & Adventure', 'Animation', 'Drama', 'Family']",Rated: All (TV-G),1991 - 1990,1 Season,Series Ended,['Funimation'],
Servant of the People,https://reelgood.com/show/servant-of-the-people-2015,6.8,52.0,['Comedy'],Rated: 7+ (TV-PG),2015 - 2019,3 Seasons,Series Ended,['Netflix'],
The Prince of Tennis,https://reelgood.com/show/the-prince-of-tennis-2019,7.4,60.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Sport']",Rated: 7+ (TV-PG),2001 - 2015,15 Seasons,Series Ended,,Country: Japan
The Prince of Tennis,https://reelgood.com/show/the-prince-of-tennis-2019,8.1,52.0,['Sport'],,2019 - Present,1 Season,Returning: Date TBA,['Netflix'],
Best Friends Whenever,https://reelgood.com/show/best-friends-whenever-2015,5.6,52.0,"['Children', 'Comedy', 'Family', 'Fantasy', 'Science-Fiction']",Rated: All (TV-G),2015 - 2016,2 Seasons,Series Ended,['Disney+'],Country: America
South Pacific,https://reelgood.com/show/south-pacific-2009,8.7,53.0,['Documentary'],Rated: All (TV-G),2009 - 2009,1 Season,Series Ended,['Disney+'],
I (Almost) Got Away With It,https://reelgood.com/show/i-almost-got-away-with-it-2010,7.5,52.0,"['Crime', 'Documentary', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2010 - Present,8 Seasons,Returning: Date TBA,['fuboTV'],
This Close,https://reelgood.com/show/this-close-2018,7.3,52.0,"['Comedy', 'Drama']",,2018 - Present,2 Seasons,Returning: Date TBA,"['fuboTV', 'AMC Premiere']",Country: America
Fate/kaleid liner Prisma Illya,https://reelgood.com/show/fatekaleid-liner-prisma-illya-2013,6.1,52.0,"['Action & Adventure', 'Animation', 'Anime', 'Comedy', 'Drama', 'Fantasy']",Rated: 14+ (TV-14),2013 - 2016,4 Seasons,Series Ended,"['fuboTV', 'AMC Premiere']",Country: Japan
Missing,https://reelgood.com/show/missing-2012,6.3,52.0,"['Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2017 - Present,3 Seasons,Returning: Date TBA,"['Prime Video', 'fuboTV', 'Hoopla']",
Missing,https://reelgood.com/show/missing-2012,6.9,51.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 7+ (TV-PG),2012 - 2012,1 Season,Series Ended,,Country: America
Missing,https://reelgood.com/show/missing-2012,6.4,49.0,"['Action & Adventure', 'Crime', 'Drama', 'Mystery']",Rated: 14+ (TV-14),2003 - 2006,3 Seasons,Series Ended,['Hoopla'],Country: Canada
The Age of A.I.,https://reelgood.com/show/the-age-of-ai,7.8,52.0,"['Documentary', 'Science-Fiction']",Rated: 14+ (TV-14),2019 - 2020,1 Season,Series Ended,['Hoopla'],
R.O.D - Read or Die,https://reelgood.com/show/rod-read-or-die-2004,7.6,53.0,"['Action & Adventure', 'Animation', 'Mystery', 'Science-Fiction']",,2004 - 2004,1 Season,Series Ended,['Hoopla'],
Fariña,https://reelgood.com/show/cocaine-coast,8.0,52.0,"['Crime', 'Drama']",,2018 - Present,1 Season,Returning: Date TBA,['Netflix'],
Florida Girls,https://reelgood.com/show/florida-girls-2019,6.3,52.0,['Comedy'],Rated: 18+ (TV-MA),2019 - Present,1 Season,Returning: Date TBA,,
Anyone But Me,https://reelgood.com/show/anyone-but-me-2009,7.1,52.0,"['Comedy', 'Drama', 'LGBTQ']",Rated: 14+ (TV-14),2009 - 2012,3 Seasons,Series Ended,"['Hulu', 'Prime Video']",
I Survived...Beyond and Back,https://reelgood.com/show/i-survivedbeyond-and-back-2010,8.5,51.0,['Reality'],,2010 - Present,2 Seasons,Returning: Date TBA,"['Hulu', 'Prime Video']",
Superheroes: A Never-Ending Battle,https://reelgood.com/show/superheroes-a-neverending-battle-2013,8.2,52.0,"['Action & Adventure', 'Documentary', 'Fantasy', 'Science-Fiction']",Rated: 7+ (TV-PG),2013 - 2013,1 Season,Series Ended,"['Prime Video', 'Hoopla']",Country: America
Eromanga Sensei,https://reelgood.com/show/eromanga-sensei-2017,5.4,52.0,"['Animation', 'Anime', 'Comedy', 'Drama']",Rated: 14+ (TV-14),2017 - 2017,2 Seasons,Series Ended,['Funimation'],Country: Japan
Hot Date,https://reelgood.com/show/hot-date-2017-1,7.0,52.0,['Comedy'],Rated: 14+ (TV-14),2017 - Present,2 Seasons,Returning: Date TBA,,
Hot Date,https://reelgood.com/show/hot-date-2017-1,,30.0,,,2017 - Present,1 Season,Returning: Date TBA,['Prime Video'],
This American Life,https://reelgood.com/show/this-american-life-2007,8.3,52.0,['Documentary'],Rated: 14+ (TV-14),2007 - 2009,2 Seasons,Series Ended,['Showtime'],
The Real Housewives of Orange County,https://reelgood.com/show/the-real-housewives-of-orange-county-2006,4.2,52.0,"['Documentary', 'Drama', 'Reality']",Rated: 14+ (TV-14),2006 - Present,14 Seasons,"Returns: Oct. 8, 2020","['Hulu', 'fuboTV']",
